10664 1 	 [(10664,2)0.885771] 	 [(20060,2)0.963154] 	 0.919657 	 1
10819 1 	 [(10819,2)0.984503] 	 [(11155,2)0.959150] 	 1.026433 	 0
10823 1 	 [(10823,2)0.990686] 	 [(10706,2)0.954545] 	 1.037862 	 0
10624 1 	 [(10624,2)0.925485] 	 [(20885,2)0.948560] 	 0.975674 	 1
10855 1 	 [(10855,2)0.427720] 	 [(20584,2)0.963045] 	 0.444133 	 1
10741 1 	 [(10741,2)0.995367] 	 [(10485,2)0.968726] 	 1.027501 	 0
10772 1 	 [(10772,2)0.850729] 	 [(21087,2)0.949206] 	 0.896253 	 1
10762 1 	 [(10762,2)0.615873] 	 [(10519,2)0.953216] 	 0.646100 	 1
10856 1 	 [(10856,2)0.836735] 	 [(10520,2)0.898496] 	 0.931262 	 1
10852 1 	 [(10852,2)0.704878] 	 [(20477,2)0.960000] 	 0.734248 	 1
10808 1 	 [(10808,2)0.986532] 	 [(20840,2)0.967682] 	 1.019480 	 0
10657 1 	 [(10657,2)0.898880] 	 [(10904,2)0.930219] 	 0.966310 	 1
10634 1 	 [(10634,2)0.993686] 	 [(10101,2)0.980006] 	 1.013959 	 0
10863 1 	 [(10863,2)0.498046] 	 [(21087,2)0.914894] 	 0.544376 	 1
10796 1 	 [(10796,2)0.979515] 	 [(20453,2)0.938619] 	 1.043570 	 0
10615 1 	 [(10615,2)0.657398] 	 [(10652,2)0.962894] 	 0.682731 	 1
10784 1 	 [(10784,2)0.631633] 	 [(10904,2)0.894958] 	 0.705768 	 1
10690 1 	 [(10690,2)0.873776] 	 [(10771,2)0.963636] 	 0.906749 	 1
10867 1 	 [(10867,2)0.945789] 	 [(10771,2)0.944444] 	 1.001424 	 0
10859 1 	 [(10859,2)0.762295] 	 [(10016,2)0.965800] 	 0.789289 	 1
10718 1 	 [(10718,2)0.930150] 	 [(10822,2)0.952409] 	 0.976629 	 1
10771 1 	 [(10771,2)0.971154] 	 [(21325,2)0.956541] 	 1.015277 	 0
10682 1 	 [(10682,2)0.877180] 	 [(11324,2)0.937209] 	 0.935949 	 1
10622 1 	 [(10622,2)0.993687] 	 [(20830,2)0.962654] 	 1.032237 	 0
10636 1 	 [(10636,2)0.916205] 	 [(10071,2)0.956815] 	 0.957557 	 1
10715 1 	 [(10715,2)0.994318] 	 [(10300,2)0.961212] 	 1.034442 	 0
10758 1 	 [(10758,2)0.902818] 	 [(10300,2)0.954610] 	 0.945745 	 1
10714 1 	 [(10714,2)0.770609] 	 [(20832,2)0.902248] 	 0.854099 	 1
10812 1 	 [(10812,2)0.465310] 	 [(10976,2)0.950760] 	 0.489408 	 1
10776 1 	 [(10776,2)0.982490] 	 [(10282,2)0.938800] 	 1.046538 	 0
10768 1 	 [(10768,2)0.982909] 	 [(20824,2)0.956074] 	 1.028068 	 0
10691 1 	 [(10691,2)0.941224] 	 [(11277,2)0.950000] 	 0.990762 	 1
10822 1 	 [(10822,2)0.874220] 	 [(20888,2)0.931624] 	 0.938383 	 1
10662 1 	 [(10662,2)0.792041] 	 [(11215,2)0.953887] 	 0.830330 	 1
10825 1 	 [(10825,2)0.621053] 	 [(10636,2)0.916205] 	 0.677854 	 1
10721 1 	 [(10721,2)0.716938] 	 [(10771,2)0.944973] 	 0.758686 	 1
10665 1 	 [(10665,2)0.995746] 	 [(10856,2)0.983615] 	 1.012333 	 0
10706 1 	 [(10706,2)0.986530] 	 [(10762,2)0.968473] 	 1.018645 	 0
10708 1 	 [(10708,2)0.828473] 	 [(21242,2)0.964076] 	 0.859344 	 1
10703 1 	 [(10703,2)0.992172] 	 [(10521,2)0.963086] 	 1.030201 	 0
10891 1 	 [(10891,2)0.988799] 	 [(20712,2)0.928889] 	 1.064496 	 0
10980 1 	 [(10980,2)0.640000] 	 [(10035,2)0.941176] 	 0.680000 	 1
10918 1 	 [(10918,2)0.835017] 	 [(20885,2)0.946128] 	 0.882562 	 1
11139 1 	 [(11139,2)0.987637] 	 [(10071,2)0.960059] 	 1.028725 	 0
10935 1 	 [(10935,2)0.860338] 	 [(10030,2)0.951735] 	 0.903968 	 1
11065 1 	 [(11065,2)0.857762] 	 [(10118,2)0.962207] 	 0.891453 	 1
11137 1 	 [(11137,2)0.983773] 	 [(10071,2)0.955791] 	 1.029276 	 0
10972 1 	 [(10972,2)0.398001] 	 [(20009,2)0.975309] 	 0.408077 	 1
10946 1 	 [(10946,2)0.968000] 	 [(10009,2)0.949375] 	 1.019618 	 0
10904 1 	 [(10904,2)0.490196] 	 [(10103,2)0.947064] 	 0.517595 	 1
10955 1 	 [(10955,2)0.903733] 	 [(10527,2)0.966939] 	 0.934633 	 1
11133 1 	 [(11133,2)0.553757] 	 [(10103,2)0.973209] 	 0.569001 	 1
10903 1 	 [(10903,2)0.971781] 	 [(10436,2)0.947090] 	 1.026070 	 0
10899 1 	 [(10899,2)0.988012] 	 [(20832,2)0.961927] 	 1.027117 	 0
10990 1 	 [(10990,2)0.908088] 	 [(20282,2)0.945233] 	 0.960703 	 1
10985 1 	 [(10985,2)0.996562] 	 [(11205,2)0.971188] 	 1.026127 	 0
11138 1 	 [(11138,2)0.958333] 	 [(10615,2)0.943529] 	 1.015690 	 0
10902 1 	 [(10902,2)0.966820] 	 [(10852,2)0.968135] 	 0.998642 	 1
10888 1 	 [(10888,2)0.604878] 	 [(20059,2)0.963533] 	 0.627771 	 1
10921 1 	 [(10921,2)0.408144] 	 [(21151,2)0.941176] 	 0.433653 	 1
10927 1 	 [(10927,2)0.853745] 	 [(20835,2)0.923872] 	 0.924094 	 1
11140 1 	 [(11140,2)0.428316] 	 [(10602,2)0.875092] 	 0.489453 	 1
11143 1 	 [(11143,2)0.859254] 	 [(20939,2)0.958333] 	 0.896613 	 1
10881 1 	 [(10881,2)0.995442] 	 [(10436,2)0.974074] 	 1.021937 	 0
10948 1 	 [(10948,2)0.772444] 	 [(10002,2)0.946930] 	 0.815735 	 1
10890 1 	 [(10890,2)0.996678] 	 [(11218,2)0.941964] 	 1.058085 	 0
10984 1 	 [(10984,2)0.855212] 	 [(10509,2)0.937452] 	 0.912273 	 1
10901 1 	 [(10901,2)0.985223] 	 [(21087,2)0.970856] 	 1.014798 	 0
10906 1 	 [(10906,2)0.984016] 	 [(10762,2)0.955495] 	 1.029849 	 0
10998 1 	 [(10998,2)0.444114] 	 [(11265,2)0.965368] 	 0.460046 	 1
11054 1 	 [(11054,2)0.962264] 	 [(10822,2)0.958695] 	 1.003723 	 0
10976 1 	 [(10976,2)0.875325] 	 [(11251,2)0.935354] 	 0.935822 	 1
10979 1 	 [(10979,2)0.979592] 	 [(10435,2)0.959184] 	 1.021276 	 0
10926 1 	 [(10926,2)0.420804] 	 [(10682,2)0.957447] 	 0.439506 	 1
11136 1 	 [(11136,2)0.470696] 	 [(10825,2)0.955357] 	 0.492691 	 1
10965 1 	 [(10965,2)0.499702] 	 [(10714,2)0.970370] 	 0.514960 	 1
11047 1 	 [(11047,2)0.719723] 	 [(11265,2)0.892157] 	 0.806722 	 1
10870 1 	 [(10870,2)0.974473] 	 [(10101,2)0.959091] 	 1.016038 	 0
11141 1 	 [(11141,2)0.993817] 	 [(10784,2)0.971777] 	 1.022680 	 0
10907 1 	 [(10907,2)0.892751] 	 [(11208,2)0.945094] 	 0.944616 	 1
11038 1 	 [(11038,2)0.992129] 	 [(10105,2)0.976197] 	 1.016320 	 0
10981 1 	 [(10981,2)0.953462] 	 [(10784,2)0.963429] 	 0.989655 	 1
11131 1 	 [(11131,2)0.989736] 	 [(10042,2)0.975806] 	 1.014275 	 0
11135 1 	 [(11135,2)0.782162] 	 [(10602,2)0.958398] 	 0.816114 	 1
11142 1 	 [(11142,2)0.965781] 	 [(20606,2)0.978610] 	 0.986891 	 1
10931 1 	 [(10931,2)0.544271] 	 [(10944,2)0.954985] 	 0.569926 	 1
11063 1 	 [(11063,2)0.961569] 	 [(11242,2)0.975309] 	 0.985912 	 1
10987 1 	 [(10987,2)0.950980] 	 [(20863,2)0.963091] 	 0.987425 	 1
10944 1 	 [(10944,2)0.573232] 	 [(10276,2)0.935407] 	 0.612816 	 1
10894 1 	 [(10894,2)0.994152] 	 [(11277,2)0.978667] 	 1.015823 	 0
11313 1 	 [(11313,2)0.335849] 	 [(20737,2)0.963636] 	 0.348523 	 1
11322 1 	 [(11322,2)0.923077] 	 [(11313,2)0.944551] 	 0.977265 	 1
20001 1 	 [(20001,2)0.899198] 	 [(10546,2)0.967483] 	 0.929420 	 1
11227 1 	 [(11227,2)0.454675] 	 [(10575,2)0.964222] 	 0.471546 	 1
11243 1 	 [(11243,2)0.982456] 	 [(11322,2)0.966262] 	 1.016759 	 0
11156 1 	 [(11156,2)0.914220] 	 [(10613,2)0.962791] 	 0.949552 	 1
11258 1 	 [(11258,2)0.881070] 	 [(21328,2)0.963265] 	 0.914670 	 1
20009 1 	 [(20009,2)0.541667] 	 [(10509,2)0.957576] 	 0.565665 	 1
11151 1 	 [(11151,2)0.984360] 	 [(20680,2)0.954545] 	 1.031235 	 0
11277 1 	 [(11277,2)0.936979] 	 [(10282,2)0.955592] 	 0.980522 	 1
11305 1 	 [(11305,2)0.865248] 	 [(10035,2)0.949312] 	 0.911447 	 1
11145 1 	 [(11145,2)0.520710] 	 [(20280,2)0.967949] 	 0.537952 	 1
11257 1 	 [(11257,2)0.982213] 	 [(11231,2)0.927962] 	 1.058463 	 0
20012 1 	 [(20012,2)0.908469] 	 [(11310,2)0.956897] 	 0.949391 	 1
11261 1 	 [(11261,2)0.357143] 	 [(10931,2)0.950397] 	 0.375783 	 1
11148 1 	 [(11148,2)0.987847] 	 [(21151,2)0.973856] 	 1.014367 	 0
11320 1 	 [(11320,2)0.820933] 	 [(10708,2)0.952437] 	 0.861929 	 1
11324 1 	 [(11324,2)0.980159] 	 [(10990,2)0.928571] 	 1.055556 	 0
11152 1 	 [(11152,2)0.714909] 	 [(20680,2)0.962879] 	 0.742470 	 1
11301 1 	 [(11301,2)0.721986] 	 [(11293,2)0.957447] 	 0.754074 	 1
11209 1 	 [(11209,2)0.982213] 	 [(10784,2)0.969565] 	 1.013045 	 0
11155 1 	 [(11155,2)0.679924] 	 [(10754,2)0.940616] 	 0.722850 	 1
11205 1 	 [(11205,2)0.481256] 	 [(10533,2)0.946809] 	 0.508293 	 1
11153 1 	 [(11153,2)0.535983] 	 [(20055,2)0.961014] 	 0.557727 	 1
11319 1 	 [(11319,2)0.789504] 	 [(10030,2)0.915966] 	 0.861936 	 1
11208 1 	 [(11208,2)0.594907] 	 [(11320,2)0.957483] 	 0.621324 	 1
11215 1 	 [(11215,2)0.956866] 	 [(20060,2)0.976128] 	 0.980267 	 1
11265 1 	 [(11265,2)0.569559] 	 [(11319,2)0.943878] 	 0.603424 	 1
11274 1 	 [(11274,2)0.698113] 	 [(11313,2)0.971164] 	 0.718842 	 1
11293 1 	 [(11293,2)0.683043] 	 [(10520,2)0.942792] 	 0.724490 	 1
11230 1 	 [(11230,2)0.939692] 	 [(10323,2)0.950000] 	 0.989149 	 1
11246 1 	 [(11246,2)0.972939] 	 [(20584,2)0.931367] 	 1.044635 	 0
11310 1 	 [(11310,2)0.360000] 	 [(10758,2)0.918243] 	 0.392053 	 1
11251 1 	 [(11251,2)0.741414] 	 [(10485,2)0.933661] 	 0.794093 	 1
11211 1 	 [(11211,2)0.708257] 	 [(20939,2)0.962191] 	 0.736088 	 1
11213 1 	 [(11213,2)0.996004] 	 [(20009,2)0.970588] 	 1.026186 	 0
11210 1 	 [(11210,2)0.951984] 	 [(10771,2)0.972656] 	 0.978747 	 1
11218 1 	 [(11218,2)0.598015] 	 [(10708,2)0.969568] 	 0.616785 	 1
11326 1 	 [(11326,2)0.920843] 	 [(20282,2)0.936946] 	 0.982813 	 1
11144 1 	 [(11144,2)0.933673] 	 [(10682,2)0.961538] 	 0.971020 	 1
11221 1 	 [(11221,2)0.986395] 	 [(10101,2)0.949907] 	 1.038412 	 0
11201 1 	 [(11201,2)0.482615] 	 [(10926,2)0.954649] 	 0.505542 	 1
11256 1 	 [(11256,2)0.956096] 	 [(11251,2)0.968590] 	 0.987101 	 1
11307 1 	 [(11307,2)0.856383] 	 [(20009,2)0.958333] 	 0.893617 	 1
11297 1 	 [(11297,2)0.970233] 	 [(10771,2)0.960000] 	 1.010659 	 0
11286 1 	 [(11286,2)0.760636] 	 [(10784,2)0.973499] 	 0.781342 	 1
11279 1 	 [(11279,2)0.904178] 	 [(11261,2)0.959936] 	 0.941915 	 1
11242 1 	 [(11242,2)0.739837] 	 [(21223,2)0.959975] 	 0.770684 	 1
11149 1 	 [(11149,2)0.988678] 	 [(10822,2)0.954392] 	 1.035924 	 0
11231 1 	 [(11231,2)0.438080] 	 [(10998,2)0.917641] 	 0.477398 	 1
20018 1 	 [(20018,2)0.842371] 	 [(20069,2)0.961218] 	 0.876358 	 1
20048 1 	 [(20048,2)0.977808] 	 [(21231,2)0.948958] 	 1.030402 	 0
20409 1 	 [(20409,2)0.844531] 	 [(10613,2)0.962500] 	 0.877435 	 1
20049 1 	 [(20049,2)0.875129] 	 [(21136,2)0.960128] 	 0.911471 	 1
20127 1 	 [(20127,2)0.732004] 	 [(20148,2)0.959801] 	 0.762662 	 1
20052 1 	 [(20052,2)0.710916] 	 [(20859,2)0.962175] 	 0.738864 	 1
20028 1 	 [(20028,2)0.379138] 	 [(20680,2)0.966667] 	 0.392212 	 1
20307 1 	 [(20307,2)0.512987] 	 [(20712,2)0.955455] 	 0.536903 	 1
20149 1 	 [(20149,2)0.973607] 	 [(10944,2)0.969697] 	 1.004032 	 0
20094 1 	 [(20094,2)0.995418] 	 [(11243,2)0.973338] 	 1.022685 	 0
20339 1 	 [(20339,2)0.911184] 	 [(20939,2)0.937500] 	 0.971930 	 1
20138 1 	 [(20138,2)0.669837] 	 [(20558,2)0.949187] 	 0.705696 	 1
20406 1 	 [(20406,2)0.640000] 	 [(21232,2)0.944444] 	 0.677647 	 1
20284 1 	 [(20284,2)0.622143] 	 [(10301,2)0.953917] 	 0.652198 	 1
20322 1 	 [(20322,2)0.980851] 	 [(20832,2)0.947776] 	 1.034897 	 0
20148 1 	 [(20148,2)0.981633] 	 [(21328,2)0.967606] 	 1.014497 	 0
20413 1 	 [(20413,2)0.520533] 	 [(11205,2)0.963612] 	 0.540189 	 1
20086 1 	 [(20086,2)0.857594] 	 [(10904,2)0.963047] 	 0.890501 	 1
20054 1 	 [(20054,2)0.981911] 	 [(20824,2)0.972747] 	 1.009421 	 0
20055 1 	 [(20055,2)0.751984] 	 [(20059,2)0.954212] 	 0.788068 	 1
20126 1 	 [(20126,2)0.452703] 	 [(10395,2)0.946605] 	 0.478239 	 1
20103 1 	 [(20103,2)0.910873] 	 [(21231,2)0.964706] 	 0.944198 	 1
20059 1 	 [(20059,2)0.664336] 	 [(10455,2)0.959596] 	 0.692308 	 1
20042 1 	 [(20042,2)0.664527] 	 [(20888,2)0.945122] 	 0.703112 	 1
20063 1 	 [(20063,2)0.785177] 	 [(20815,2)0.942792] 	 0.832821 	 1
20277 1 	 [(20277,2)0.573123] 	 [(11277,2)0.969318] 	 0.591264 	 1
20026 1 	 [(20026,2)0.610097] 	 [(21036,2)0.972210] 	 0.627536 	 1
20314 1 	 [(20314,2)0.554652] 	 [(20855,2)0.969811] 	 0.571918 	 1
20145 1 	 [(20145,2)0.391600] 	 [(20580,2)0.941224] 	 0.416054 	 1
20021 1 	 [(20021,2)0.576655] 	 [(20520,2)0.929733] 	 0.620237 	 1
20069 1 	 [(20069,2)0.349099] 	 [(20584,2)0.946605] 	 0.368791 	 1
20089 1 	 [(20089,2)0.941667] 	 [(10652,2)0.978231] 	 0.962622 	 1
20118 1 	 [(20118,2)0.533611] 	 [(10758,2)0.946605] 	 0.563710 	 1
20282 1 	 [(20282,2)0.744474] 	 [(20843,2)0.951735] 	 0.782228 	 1
20146 1 	 [(20146,2)0.191077] 	 [(20843,2)0.942959] 	 0.202636 	 1
20325 1 	 [(20325,2)0.994968] 	 [(20069,2)0.940821] 	 1.057553 	 0
20395 1 	 [(20395,2)0.479302] 	 [(21305,2)0.971297] 	 0.493466 	 1
20057 1 	 [(20057,2)0.918129] 	 [(11065,2)0.967579] 	 0.948893 	 1
20105 1 	 [(20105,2)0.286131] 	 [(20855,2)0.935897] 	 0.305729 	 1
20280 1 	 [(20280,2)0.779308] 	 [(20718,2)0.954802] 	 0.816199 	 1
20453 1 	 [(20453,2)0.682353] 	 [(10035,2)0.934641] 	 0.730070 	 1
20078 1 	 [(20078,2)0.626543] 	 [(10071,2)0.942308] 	 0.664903 	 1
20030 1 	 [(20030,2)0.194609] 	 [(20843,2)0.951735] 	 0.204478 	 1
20408 1 	 [(20408,2)0.622585] 	 [(20712,2)0.945556] 	 0.658433 	 1
20029 1 	 [(20029,2)0.957960] 	 [(21151,2)0.968627] 	 0.988988 	 1
20016 1 	 [(20016,2)0.938516] 	 [(10796,2)0.932458] 	 1.006497 	 0
20156 1 	 [(20156,2)0.990374] 	 [(20553,2)0.972928] 	 1.017931 	 0
20306 1 	 [(20306,2)0.880178] 	 [(20069,2)0.959936] 	 0.916913 	 1
20060 1 	 [(20060,2)0.954426] 	 [(20059,2)0.943020] 	 1.012095 	 0
20079 1 	 [(20079,2)0.993333] 	 [(20664,2)0.951522] 	 1.043941 	 0
20456 1 	 [(20456,2)0.862108] 	 [(21138,2)0.966931] 	 0.891592 	 1
20622 1 	 [(20622,2)0.916949] 	 [(21318,2)0.913776] 	 1.003472 	 0
20570 1 	 [(20570,2)0.822222] 	 [(20855,2)0.916667] 	 0.896969 	 1
20520 1 	 [(20520,2)0.933001] 	 [(10101,2)0.942918] 	 0.989483 	 1
