 191 	 0.200000 
 195 	 0.200000 
 286 	 0.200000 
 319 	 0.200000 
 328 	 0.400000 
 336 	 0.200000 
 349 	 0.400000 
 357 	 0.200000 
 359 	 0.200000 
 360 	 0.200000 
 366 	 0.200000 
 372 	 0.400000 
 378 	 0.200000 
 379 	 0.200000 
 392 	 0.200000 
 398 	 0.200000 
 405 	 0.200000 
 408 	 0.200000 
 410 	 0.200000 
 421 	 0.200000 
 428 	 0.400000 
 436 	 0.200000 
 438 	 0.200000 
 444 	 0.200000 
 453 	 0.400000 
 455 	 0.200000 
 465 	 0.200000 
 471 	 0.200000 
 474 	 0.400000 
 479 	 0.200000 
 481 	 0.200000 
 483 	 0.200000 
 487 	 0.200000 
 490 	 0.200000 
 498 	 0.200000 
 500 	 0.200000 
 501 	 0.200000 
 503 	 0.200000 
 505 	 0.200000 
 506 	 0.200000 
 508 	 0.200000 
 509 	 0.200000 
 513 	 0.200000 
 515 	 0.200000 
 517 	 0.200000 
 518 	 0.200000 
 520 	 0.200000 
 521 	 0.400000 
 522 	 0.200000 
 526 	 0.200000 
 531 	 0.400000 
 534 	 0.200000 
 535 	 0.400000 
 536 	 0.200000 
 540 	 0.200000 
 542 	 0.200000 
 544 	 0.200000 
 546 	 0.600000 
 550 	 0.200000 
 552 	 0.200000 
 553 	 0.200000 
 554 	 0.400000 
 555 	 0.800000 
 558 	 0.200000 
 561 	 0.200000 
 567 	 0.200000 
 570 	 0.200000 
 572 	 0.200000 
 573 	 0.400000 
 574 	 0.400000 
 577 	 0.200000 
 578 	 0.200000 
 582 	 0.200000 
 583 	 0.200000 
 587 	 0.200000 
 591 	 0.200000 
 595 	 0.400000 
 597 	 0.200000 
 598 	 0.400000 
 600 	 0.200000 
 603 	 0.200000 
 605 	 0.600000 
 610 	 0.400000 
 614 	 0.400000 
 616 	 0.400000 
 621 	 0.400000 
 622 	 0.200000 
 623 	 0.200000 
 624 	 0.200000 
 627 	 0.200000 
 629 	 0.200000 
 631 	 0.200000 
 632 	 0.400000 
 633 	 0.200000 
 634 	 0.200000 
 638 	 0.200000 
 640 	 0.400000 
 642 	 0.200000 
 643 	 0.200000 
 644 	 0.200000 
