 651 	 0.400000 
 652 	 0.400000 
 655 	 0.200000 
 657 	 0.200000 
 658 	 0.200000 
 659 	 0.400000 
 661 	 0.200000 
 664 	 0.400000 
 665 	 0.400000 
 669 	 0.200000 
 670 	 0.200000 
 675 	 0.200000 
 676 	 0.400000 
 680 	 0.200000 
 682 	 0.200000 
 683 	 0.200000 
 685 	 0.400000 
 686 	 0.200000 
 688 	 0.200000 
 689 	 0.200000 
 694 	 0.400000 
 698 	 0.200000 
 699 	 0.200000 
 705 	 0.200000 
 707 	 0.200000 
 708 	 0.200000 
 709 	 0.200000 
 710 	 0.200000 
 711 	 0.400000 
 712 	 0.200000 
 715 	 0.200000 
 717 	 0.400000 
 720 	 0.200000 
 722 	 0.200000 
 732 	 0.200000 
 740 	 0.200000 
 741 	 0.200000 
 744 	 0.200000 
 749 	 0.200000 
 750 	 0.200000 
 752 	 0.200000 
 756 	 0.200000 
 759 	 0.200000 
 761 	 0.400000 
 762 	 0.200000 
 764 	 0.200000 
 767 	 0.400000 
 771 	 0.200000 
 772 	 0.200000 
 775 	 0.200000 
 777 	 0.200000 
 778 	 0.200000 
 779 	 0.800000 
 782 	 0.400000 
 785 	 0.200000 
 787 	 0.200000 
 790 	 0.200000 
 792 	 0.200000 
 794 	 0.200000 
 797 	 0.200000 
 800 	 0.200000 
 809 	 0.200000 
 813 	 0.200000 
 821 	 0.200000 
 822 	 0.400000 
 823 	 0.200000 
 827 	 0.400000 
 828 	 0.200000 
 833 	 0.200000 
 835 	 0.200000 
 837 	 0.200000 
 838 	 0.200000 
 842 	 0.200000 
 845 	 0.200000 
 846 	 0.200000 
 851 	 0.200000 
 852 	 0.200000 
 854 	 0.200000 
 855 	 0.200000 
 856 	 0.200000 
 857 	 0.200000 
 858 	 0.400000 
 859 	 0.400000 
 860 	 0.200000 
 861 	 0.600000 
 862 	 0.200000 
 863 	 0.200000 
 864 	 0.200000 
 865 	 0.200000 
 874 	 0.400000 
 875 	 0.400000 
 877 	 0.200000 
 878 	 0.400000 
 880 	 0.200000 
 881 	 0.200000 
 883 	 0.200000 
 886 	 0.800000 
 887 	 0.400000 
 889 	 0.200000 
 891 	 0.200000 
 892 	 0.200000 
 893 	 0.200000 
 894 	 0.400000 
 895 	 0.200000 
 896 	 0.200000 
 899 	 0.400000 
 900 	 0.200000 
 901 	 0.400000 
 903 	 0.200000 
 904 	 0.600000 
 908 	 0.400000 
 911 	 0.600000 
 914 	 0.200000 
 915 	 0.200000 
 916 	 0.200000 
 917 	 0.200000 
 918 	 0.200000 
 919 	 0.200000 
 920 	 0.400000 
 921 	 0.400000 
 922 	 0.600000 
 923 	 0.600000 
 924 	 0.400000 
 925 	 0.600000 
 930 	 0.800000 
 933 	 0.400000 
 934 	 0.600000 
 935 	 0.200000 
 936 	 0.200000 
 937 	 0.400000 
 938 	 0.400000 
 939 	 0.200000 
 940 	 0.200000 
 941 	 0.200000 
 942 	 0.200000 
 946 	 0.200000 
 947 	 0.400000 
 950 	 0.200000 
 951 	 0.800000 
 952 	 0.400000 
 953 	 0.600000 
 954 	 0.200000 
 955 	 0.400000 
 956 	 0.600000 
 957 	 0.600000 
 958 	 0.400000 
 961 	 0.600000 
 962 	 0.600000 
 963 	 0.200000 
 966 	 0.800000 
 967 	 0.800000 
 968 	 0.200000 
 969 	 0.400000 
 970 	 0.400000 
 971 	 0.800000 
 972 	 0.200000 
 973 	 0.400000 
 974 	 0.400000 
 975 	 0.400000 
 976 	 1.000000 
 977 	 0.600000 
 978 	 0.800000 
 979 	 0.800000 
 980 	 1.000000 
 981 	 0.600000 
 982 	 1.400000 
 983 	 0.800000 
 984 	 1.200000 
 985 	 0.400000 
 986 	 1.200000 
 987 	 1.600000 
 988 	 1.600000 
 989 	 1.400000 
 990 	 0.600000 
 991 	 0.400000 
 992 	 1.600000 
 993 	 0.800000 
 994 	 2.600000 
 995 	 2.800000 
 996 	 1.800000 
 997 	 0.800000 
