 787 	 0.000401 
 873 	 0.000401 
 875 	 0.000802 
 884 	 0.000401 
 892 	 0.000802 
 895 	 0.000401 
 898 	 0.000401 
 902 	 0.000802 
 903 	 0.000401 
 904 	 0.000802 
 906 	 0.001202 
 909 	 0.000401 
 910 	 0.000401 
 912 	 0.000802 
 914 	 0.000401 
 915 	 0.000802 
 916 	 0.001202 
 917 	 0.000802 
 918 	 0.001202 
 920 	 0.000401 
 921 	 0.000401 
 922 	 0.001202 
 923 	 0.001603 
 924 	 0.000401 
 925 	 0.000401 
 926 	 0.001202 
 927 	 0.001202 
 928 	 0.001202 
 929 	 0.003206 
 930 	 0.001202 
 931 	 0.002405 
 932 	 0.003206 
 933 	 0.003206 
 934 	 0.001202 
 935 	 0.005611 
 936 	 0.003607 
 937 	 0.006012 
 938 	 0.003206 
 939 	 0.006814 
 940 	 0.004008 
 941 	 0.006012 
 942 	 0.007615 
 943 	 0.006814 
 944 	 0.010421 
 945 	 0.008818 
 946 	 0.011623 
 947 	 0.015230 
 948 	 0.010421 
 949 	 0.018036 
 950 	 0.018036 
 951 	 0.014830 
 952 	 0.024850 
 953 	 0.018838 
 954 	 0.031663 
 955 	 0.028457 
 956 	 0.040481 
 957 	 0.033667 
 958 	 0.046092 
 959 	 0.040481 
 960 	 0.071343 
 961 	 0.054509 
 962 	 0.080160 
 963 	 0.078557 
 964 	 0.098998 
 965 	 0.102204 
 966 	 0.114629 
 967 	 0.149900 
 968 	 0.181563 
 969 	 0.208417 
 970 	 0.238477 
 971 	 0.282164 
 972 	 0.281363 
 973 	 0.375551 
 974 	 0.458517 
 975 	 0.488978 
 976 	 0.641683 
 977 	 0.769940 
 978 	 0.904208 
 979 	 1.018036 
 980 	 1.295391 
 981 	 1.533467 
 982 	 1.885772 
 983 	 2.193587 
 984 	 2.899800 
 985 	 3.404409 
 986 	 4.128657 
 987 	 4.739078 
 988 	 5.975952 
 989 	 6.958717 
 990 	 8.010421 
 991 	 9.137074 
 992 	 9.789980 
 993 	 9.916232 
 994 	 8.914228 
 995 	 7.014830 
 996 	 3.819639 
 997 	 1.239679 
 998 	 0.086974 
